course_id,category_id,original_name,suggested_display_name,display_status,suggested_course_family,family_status,family_confidence,overall_status,data_quality_status,recommended_action,quality_reason,suggestion_source,note
214,89,"I1TC-S1-DTCI11PHI Philosophy","I1TC-S1-DTCI11PHI Philosophy",unchanged,Philosophy,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1327,136,"I1TC-S1-FP022-Business Information Technology","I1TC-S1-FP022-Business Information Technology",unchanged,"Business Information Technology",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1324,136,"I1TC-S1-FP040-Engineering Mathematics I","I1TC-S1-FP040-Engineering Mathematics I",unchanged,"Engineering Mathematics I",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1326,136,"I1TC-S1-FP050-Physics for Engineering I","I1TC-S1-FP050-Physics for Engineering I",unchanged,"Physics for Engineering I",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1323,136,"I1TC-S1-FP059-Effective Communication Skills","I1TC-S1-FP059-Effective Communication Skills",unchanged,"Effective Communication Skills",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1325,136,"I1TC-S1-FP060-Programming C++","I1TC-S1-FP060-Programming C++",unchanged,"Programming C++",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1767,359,"I1TC-S1-PDFI11ECS-Effective Communication Skills 2024-25","I1TC-S1-PDFI11ECS-Effective Communication Skills 2024-25",unchanged,"Effective Communication Skills",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1769,359,"I1TC-S1-PDFI11EMI-Engineering Mathematics I 2024-25","I1TC-S1-PDFI11EMI-Engineering Mathematics I 2024-25",unchanged,"Engineering Mathematics I",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1768,359,"I1TC-S1-PDFI11ICT-Information and Communication Technology 2024-25","I1TC-S1-PDFI11ICT-Information and Communication Technology 2024-25",unchanged,"Information and Communication Technology",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1770,359,"I1TC-S1-PDFI11PC-Programming C++ 2024-25","I1TC-S1-PDFI11PC-Programming C++ 2024-25",unchanged,"Programming C++",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1771,359,"I1TC-S1-PDFI11PEI-Physics for Engineering I 2024-25","I1TC-S1-PDFI11PEI-Physics for Engineering I 2024-25",unchanged,"Physics for Engineering I",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1772,359,"I1TC-S1-PDFI11PSI-Project and Seminar I 2024-25","I1TC-S1-PDFI11PSI-Project and Seminar I 2024-25",unchanged,"Project and Seminar I",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1557,136,I1TC-S1-Seminar,I1TC-S1-Seminar,unchanged,Seminar,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
52,89,"I1TC-S2-DTCI12ANL Calculus I old","I1TC-S2-DTCI12ANL Calculus I old",unchanged,"Calculus I",review,low,review_family,historical_course,keep,"Hidden legacy course with substantial historical enrollment activity.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
225,89,"I1TC-S2-DTCI12ANL Calculus II-e","I1TC-S2-DTCI12ANL Calculus II-e",approved,"Calculus II-e",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Normalized outer, repeated, or non-breaking whitespace. Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
222,89,"I1TC-S2-DTCI12DTN Technical Drawing-e","I1TC-S2-DTCI12DTN Technical Drawing-e",unchanged,"Technical Drawing-e",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
16,89,"I1TC-S2-DTCI12ENV Environment-e","I1TC-S2-DTCI12ENV Environment-e",unchanged,Environment-e,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
219,89,"I1TC-S2-DTCI12FRA French","I1TC-S2-DTCI12FRA French",unchanged,French,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
32,89,"I1TC-S2-DTCI12INF Introduction to ICT-e","I1TC-S2-DTCI12INF Introduction to ICT-e",unchanged,"Introduction to ICT-e",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
223,89,"I1TC-S2-DTCI12MKT Marketing","I1TC-S2-DTCI12MKT Marketing",unchanged,Marketing,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
229,89,"I1TC-S2-DTCI12TMD Thermodynamics","I1TC-S2-DTCI12TMD Thermodynamics",unchanged,Thermodynamics,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1619,136,"I1TC-S2-Engineering History","I1TC-S2-Engineering History",unchanged,"Engineering History",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1329,136,"I1TC-S2-FP028-Chemistry for Engineering","I1TC-S2-FP028-Chemistry for Engineering",unchanged,"Chemistry for Engineering",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1328,136,"I1TC-S2-FP041-Engineering Mathematics II","I1TC-S2-FP041-Engineering Mathematics II",unchanged,"Engineering Mathematics II",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1330,136,"I1TC-S2-FP051-Physics for Engineering II","I1TC-S2-FP051-Physics for Engineering II",unchanged,"Physics for Engineering II",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1331,136,"I1TC-S2-FP058-Writing and Research Skills","I1TC-S2-FP058-Writing and Research Skills",unchanged,"Writing and Research Skills",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1776,359,"I1TC-S2-PDFI11CE-Chemistry for Engineering 2024-25","I1TC-S2-PDFI11CE-Chemistry for Engineering 2024-25",unchanged,"Chemistry for Engineering",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1774,359,"I1TC-S2-PDFI11CT-Critical Thinking 2024-25","I1TC-S2-PDFI11CT-Critical Thinking 2024-25",unchanged,"Critical Thinking",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1775,359,"I1TC-S2-PDFI11EMII-Engineering Mathematics III 2024-25","I1TC-S2-PDFI11EMII-Engineering Mathematics III 2024-25",unchanged,"Engineering Mathematics III",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1778,359,"I1TC-S2-PDFI11H-Engineering History 2024-25","I1TC-S2-PDFI11H-Engineering History 2024-25",unchanged,"Engineering History",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1777,359,"I1TC-S2-PDFI11PEII-Physics for Engineering II 2024-25","I1TC-S2-PDFI11PEII-Physics for Engineering II 2024-25",unchanged,"Physics for Engineering II",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1779,359,"I1TC-S2-PDFI11PSII-Project and Seminar II 2024-25","I1TC-S2-PDFI11PSII-Project and Seminar II 2024-25",unchanged,"Project and Seminar II",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1773,359,"I1TC-S2-PDFI11WRS-Writing and Research Skills 2024-25","I1TC-S2-PDFI11WRS-Writing and Research Skills 2024-25",unchanged,"Writing and Research Skills",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1618,136,I1TC-S2-Seminar,I1TC-S2-Seminar,unchanged,Seminar,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1570,89,"I1TC-S2-TP-Introduction(Bak David/I1-45,I1-49)","I1TC-S2-TP-Introduction(Bak David/I1-45,I1-49)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1558,89,"I1TC-S2-TP-Introduction(CHUN Thavorac)","I1TC-S2-TP-Introduction(CHUN Thavorac)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1567,89,I1TC-S2-TP-Introduction(I1-31),I1TC-S2-TP-Introduction(I1-31),unchanged,Introduction(I1-31),review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1559,89,"I1TC-S2-TP-Introduction(KHUN Dararith/I1-13,I1-21,I1-43)","I1TC-S2-TP-Introduction(KHUN Dararith/I1-13,I1-21,I1-43)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1565,89,I1TC-S2-TP-Introduction(M-Sokhom-5G),I1TC-S2-TP-Introduction(M-Sokhom-5G),unchanged,Introduction(M-Sokhom-5G),review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1564,89,I1TC-S2-TP-Introduction(Mme-Rasy-12G),I1TC-S2-TP-Introduction(Mme-Rasy-12G),unchanged,Introduction(Mme-Rasy-12G),review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1566,89,"I1TC-S2-TP-Introduction(NHOEM Phearum/I1-07,I1-15,I1-31,I1-39)","I1TC-S2-TP-Introduction(NHOEM Phearum/I1-07,I1-15,I1-31,I1-39)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1568,89,"I1TC-S2-TP-Introduction(NOP Phearum/I1-16,I1-24)","I1TC-S2-TP-Introduction(NOP Phearum/I1-16,I1-24)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1560,89,"I1TC-S2-TP-Introduction(OL Phearun/I1-01,I1-03,I1-05,I1-25,I1-33)","I1TC-S2-TP-Introduction(OL Phearun/I1-01,I1-03,I1-05,I1-25,I1-33)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1571,89,"I1TC-S2-TP-Introduction(ROEUN Pacharoth/I1-20,I1-27)","I1TC-S2-TP-Introduction(ROEUN Pacharoth/I1-20,I1-27)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
173,89,"I1TC-S2-TP-Introduction(Sreylam/I1-09,I1-12,I1-17,I1-28)","I1TC-S2-TP-Introduction(Sreylam/I1-09,I1-12,I1-17,I1-28)",unchanged,"Introduction(Sreylam/I1-09,I1-12,I1-17,I1-28)",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1569,89,"I1TC-S2-TP-Introduction(TAL Tongsreng/I1-36-42)","I1TC-S2-TP-Introduction(TAL Tongsreng/I1-36-42)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1562,89,"I1TC-S2-TP-Introduction(VANN Sinkeo/I1-08,I1-19,I1-34)","I1TC-S2-TP-Introduction(VANN Sinkeo/I1-08,I1-19,I1-34)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1563,89,"I1TC-S2-TP-Introduction(YOU Vanndy/I1-10,I1-18,I1-30,I1-38,I1-48)","I1TC-S2-TP-Introduction(YOU Vanndy/I1-10,I1-18,I1-30,I1-38,I1-48)",unchanged,Introduction,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1561,89,"I1TC-S2-TP-IntroductionLiv Bunthorn/(I1-32,I1-40)","I1TC-S2-TP-IntroductionLiv Bunthorn/(I1-32,I1-40)",unchanged,"IntroductionLiv Bunthorn/(I1-32,I1-40)",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
2038,145,"I2-GIC-S2-Project and Seminar IV SE024-AIECS023","I2-GIC-S2-Project and Seminar IV SE024-AIECS023",unchanged,"Project and Seminar IV SE024-AIECS023",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1334,137,"I2GCI-CMIE-S1-COMP1005-Fundamentals of Programming","I2GCI-CMIE-S1-COMP1005-Fundamentals of Programming",unchanged,"Fundamentals of Programming",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1335,137,"I2GCI-CMIE-S1-ELEN1000-Electrical Systems","I2GCI-CMIE-S1-ELEN1000-Electrical Systems",unchanged,"Electrical Systems",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1332,137,"I2GCI-CMIE-S1-MATH1020-Calculus for Engineers","I2GCI-CMIE-S1-MATH1020-Calculus for Engineers",unchanged,"Calculus for Engineers",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1333,137,"I2GCI-CMIE-S1-MCEN1000-Engineering Mechanics","I2GCI-CMIE-S1-MCEN1000-Engineering Mechanics",unchanged,"Engineering Mechanics",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1338,137,"I2GCI-CMIE-S2-ENVI1000-Environmental Engineering","I2GCI-CMIE-S2-ENVI1000-Environmental Engineering",unchanged,"Environmental Engineering",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1336,137,"I2GCI-CMIE-S2-INDE1001-Engineering Foundations: Principles, Design and Communication","I2GCI-CMIE-S2-INDE1001-Engineering Foundations: Principles, Design and Communication",unchanged,"Engineering Foundations: Principles, Design and Communication",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1337,137,"I2GCI-CMIE-S2-PRRE1003-Resource, Process and Materials Engineering","I2GCI-CMIE-S2-PRRE1003-Resource, Process and Materials Engineering",unchanged,"Resource, Process and Materials Engineering",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1339,137,"I2GCI-CMIE-S2-TEDW1000-Engineering Drawing and Computer Aided Design","I2GCI-CMIE-S2-TEDW1000-Engineering Drawing and Computer Aided Design",unchanged,"Engineering Drawing and Computer Aided Design",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1477,153,"I2GEE-ESAS-S1-COMP1005-Fundamentals of Programming","I2GEE-ESAS-S1-COMP1005-Fundamentals of Programming",unchanged,"Fundamentals of Programming",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1478,153,"I2GEE-ESAS-S1-ELEN1000-Electrical Systems","I2GEE-ESAS-S1-ELEN1000-Electrical Systems",unchanged,"Electrical Systems",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1475,153,"I2GEE-ESAS-S1-MATH1020-Calculus for Engineers","I2GEE-ESAS-S1-MATH1020-Calculus for Engineers",unchanged,"Calculus for Engineers",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1476,153,"I2GEE-ESAS-S1-MCEN1000-Engineering Mechanics","I2GEE-ESAS-S1-MCEN1000-Engineering Mechanics",unchanged,"Engineering Mechanics",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1481,153,"I2GEE-ESAS-S2-ENVI1000-Environmental Engineering","I2GEE-ESAS-S2-ENVI1000-Environmental Engineering",unchanged,"Environmental Engineering",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1479,153,"I2GEE-ESAS-S2-INDE1001-Engineering Foundations: Principles, Design and Communication","I2GEE-ESAS-S2-INDE1001-Engineering Foundations: Principles, Design and Communication",unchanged,"Engineering Foundations: Principles, Design and Communication",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1480,153,"I2GEE-ESAS-S2-PRRE1003-Resource, Process and Materials Engineering","I2GEE-ESAS-S2-PRRE1003-Resource, Process and Materials Engineering",unchanged,"Resource, Process and Materials Engineering",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1482,153,"I2GEE-ESAS-S2-TEDW1000-Engineering Drawing and Computer Aided Design","I2GEE-ESAS-S2-TEDW1000-Engineering Drawing and Computer Aided Design",unchanged,"Engineering Drawing and Computer Aided Design",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1373,141,"I2GIC-S1-AIECS013-Fundamental Concepts of Data Security","I2GIC-S1-AIECS013-Fundamental Concepts of Data Security",unchanged,"Fundamental Concepts of Data Security",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1372,141,"I2GIC-S1-AIECS014-Integrating Indigenous Science and STEM","I2GIC-S1-AIECS014-Integrating Indigenous Science and STEM",unchanged,"Integrating Indigenous Science and STEM",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1370,141,"I2GIC-S1-AIECS015-Introduction to Software Engineering","I2GIC-S1-AIECS015-Introduction to Software Engineering",unchanged,"Introduction to Software Engineering",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1371,141,"I2GIC-S1-AIECS016-Programming Design and Implementation","I2GIC-S1-AIECS016-Programming Design and Implementation",unchanged,"Programming Design and Implementation",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1693,141,"I2GIC-S1-AIECS018-Project and Seminar III","I2GIC-S1-AIECS018-Project and Seminar III",unchanged,"Project and Seminar III",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1410,145,"I2GIC-S1-Fundamental Concept of Data Security SE015-AIECS013","I2GIC-S1-Fundamental Concept of Data Security SE015-AIECS013",unchanged,"Fundamental Concept of Data Security SE015-AIECS013",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1736,145,"I2GIC-S1-Integrating Indigenous Science and STEM SE016-AIECS014","I2GIC-S1-Integrating Indigenous Science and STEM SE016-AIECS014",unchanged,"Integrating Indigenous Science and STEM SE016-AIECS014",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1376,145,"I2GIC-S1-Introduction to Computer Communication and Networks AIECS017","I2GIC-S1-Introduction to Computer Communication and Networks AIECS017",unchanged,"Introduction to Computer Communication and Networks AIECS017",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1411,145,"I2GIC-S1-Introduction to Software Engineering SE014-AIECS015","I2GIC-S1-Introduction to Software Engineering SE014-AIECS015",unchanged,"Introduction to Software Engineering SE014-AIECS015",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1406,145,"I2GIC-S1-Programming Design and Implementation SE013-AIECS016","I2GIC-S1-Programming Design and Implementation SE013-AIECS016",unchanged,"Programming Design and Implementation SE013-AIECS016",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1408,145,"I2GIC-S1-Project Seminar III SE018-AIECS018","I2GIC-S1-Project Seminar III SE018-AIECS018",unchanged,"Project Seminar III SE018-AIECS018",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1409,145,"I2GIC-S1-UI and UX design SE017","I2GIC-S1-UI and UX design SE017",unchanged,"UI and UX design SE017",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1369,141,"I2GIC-S2-AIECS019-Cyber Security Concepts","I2GIC-S2-AIECS019-Cyber Security Concepts",unchanged,"Cyber Security Concepts",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1377,141,"I2GIC-S2-AIECS020-Data Structures and Algorithm","I2GIC-S2-AIECS020-Data Structures and Algorithm",unchanged,"Data Structures and Algorithm",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1375,141,"I2GIC-S2-AIECS021-Linear Algebra and Statistic for Engineers","I2GIC-S2-AIECS021-Linear Algebra and Statistic for Engineers",unchanged,"Linear Algebra and Statistic for Engineers",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1694,141,"I2GIC-S2-AIECS022-Unix and C Programming","I2GIC-S2-AIECS022-Unix and C Programming",unchanged,"Unix and C Programming",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
