course_id,category_id,original_name,suggested_display_name,display_status,suggested_course_family,family_status,family_confidence,overall_status,data_quality_status,recommended_action,quality_reason,suggestion_source,note
1606,176," Database System Implementation","Database System Implementation",approved,,none,,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",safe_formatting,"Normalized outer, repeated, or non-breaking whitespace."
1170,95," T1MSB-S1-T1MSBIT-Supervise application of basic computer software such as Ms Office and e-mail","T1MSB-S1-T1MSBIT-Supervise application of basic computer software such as Ms Office and e-mail",approved,"Supervise application of basic computer software such as Ms Office and e-mail",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Normalized outer, repeated, or non-breaking whitespace. Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1317,90,"2023-24-I2TC-S1-DTCI21DSP Data Structure and Programming I","2023-24-I2TC-S1-DTCI21DSP Data Structure and Programming I",unchanged,"Data Structure and Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1553,90,"2023-24-I2TC-S2-DTCI22DSP Data Structure and Programming II","2023-24-I2TC-S2-DTCI22DSP Data Structure and Programming II",unchanged,"Data Structure and Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1696,90,"2024-25-I2TC-S1-DTCI21DSP Data Structure and Programming I-ccun","2024-25-I2TC-S1-DTCI21DSP Data Structure and Programming I-ccun",unchanged,"Data Structure and Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1802,90,"2024-25-I2TC-S2-DTCI22DSP Data Structure and Programming II-ccun","2024-25-I2TC-S2-DTCI22DSP Data Structure and Programming II-ccun",unchanged,"Data Structure and Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
28,15,"A Versatile Machine","A Versatile Machine",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1583,191,"ACC101 Principles of Accounting & Practice","ACC101 Principles of Accounting & Practice",unchanged,"Principles of Accounting & Practice",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1579,182,"Advance Java Programming","Advance Java Programming",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1633,381,"Advanced Object Programming Language","Advanced Object Programming Language",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1628,384,"Advanced Programming Language (C++)","Advanced Programming Language (C++)",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
25,13,"Agrarian System Analysis And Diagnosis","Agrarian System Analysis And Diagnosis",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
23,13,"Agrarian Transition And Opportunity Windows For Agroecological Innovation","Agrarian Transition And Opportunity Windows For Agroecological Innovation",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
179,31,"Agri-Food Supply Chain","Agri-Food Supply Chain",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1662,197,"Agricultural Economics","Agricultural Economics",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1596,208,"Agricultural Extension","Agricultural Extension",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
56,22,"Algorithm and programming","Algorithm and Programming",approved,"Algorithm and Programming",approved,high,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Provided cleanup is a formatting, capitalization, or punctuation correction."
79,6,"Algorithm and Programming I & II","Algorithm and Programming I & II",unchanged,"Algorithm and Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1750,357,"Analog Electronics","Analog Electronics",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
205,6,"Articulate rise tutorials","Articulate rise tutorials",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
124,35,"AUF BasicMoodleTraining T1","AUF BasicMoodleTraining T1",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
126,35,"AUF BasicMoodleTraining T3","AUF BasicMoodleTraining T3",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
127,35,"AUF BasicMoodleTraining T4","AUF BasicMoodleTraining T4",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
128,35,"AUF BasicMoodleTraining T5","AUF BasicMoodleTraining T5",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
130,35,"AUF BasicMoodleTraining T6","AUF BasicMoodleTraining T6",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
131,35,"AUF BasicMoodleTraining T7","AUF BasicMoodleTraining T7",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
132,35,"AUF BasicMoodleTraining T8","AUF BasicMoodleTraining T8",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
133,35,"AUF BasicMoodleTraining T9","AUF BasicMoodleTraining T9",unchanged,"AUF BasicMoodleTraining",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
98,33,"AUF-UHS (Prof. HENG Solida)","AUF-UHS (Prof. HENG Solida)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
100,33,"AUF-UHS (Prof. Neang Mom)","AUF-UHS (Prof. Neang Mom)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
99,33,"AUF-UHS (Prof. Tep Rainsy)","AUF-UHS (Prof. Tep Rainsy)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
135,36,"AUF-UHS Advance Trainig (G1)","AUF-UHS Advance Trainig (G1)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
136,36,"AUF-UHS Advance Trainig (G2)","AUF-UHS Advance Trainig (G2)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
137,36,"AUF-UHS Advance Trainig (G3)","AUF-UHS Advance Trainig (G3)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
138,36,"AUF-UHS Advance Trainig (G4)","AUF-UHS Advance Trainig (G4)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
139,36,"AUF-UHS Advance Trainig (G5)","AUF-UHS Advance Trainig (G5)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
140,36,"AUF-UHS Advance Trainig (G6)","AUF-UHS Advance Trainig (G6)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
141,36,"AUF-UHS Advance Trainig (G7)","AUF-UHS Advance Trainig (G7)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
91,33,"AUF-UHS Training (G1)","AUF-UHS Training (G1)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
92,33,"AUF-UHS Training (G2)","AUF-UHS Training (G2)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
93,33,"AUF-UHS Training (G3)","AUF-UHS Training (G3)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
94,33,"AUF-UHS Training (G4)","AUF-UHS Training (G4)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
95,33,"AUF-UHS Training (G5)","AUF-UHS Training (G5)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
96,33,"AUF-UHS Training (G6)","AUF-UHS Training (G6)",unchanged,AUF-USH,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
66,25,AutoCAD,AutoCAD,unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1644,384,BAC_NUM,BAC-NUM,approved,BAC-NUM,approved,high,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Provided cleanup is a formatting, capitalization, or punctuation correction."
1643,384,BAC-NUM,BAC-NUM,approved,BAC-NUM,approved,high,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Provided cleanup is a formatting, capitalization, or punctuation correction."
1578,182,"Basic Java Programming","Basic Java Programming",approved,"Basic Java Programming",approved,high,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Provided cleanup is a formatting, capitalization, or punctuation correction."
1581,379,"Basic Java Programming Language","Basic Java Programming Language",unchanged,"Basic Java Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
87,6,"Basic Programming 101","Basic Programming 101",unchanged,"Basic Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1730,371,"Basic Programming Language (C++I)","Basic Programming Language (C++I)",unchanged,"Basic Programming",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
2106,207,Biochemistry,Biochemistry,unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1637,207,Biology,Biology,unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1585,365,"Body Structure and Function I","Body Structure and Function I",unchanged,"Body Structure and Function",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1586,365,"Body Structure and Function II","Body Structure and Function II",unchanged,"Body Structure and Function",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
97,33,"BRESTFEEDING COUNSELING","BRESTFEEDING COUNSELING",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
29,12,"Building A Healthy Soil","Building A Healthy Soil",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
44,52,"Building Sanitary and Plumbing Design ","Building Sanitary and Plumbing Design",approved,,none,,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",safe_formatting,"Normalized outer, repeated, or non-breaking whitespace."
1703,270,"C++ Programming","C++ Programming",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
71,23,Calculus,Calculus,approved,Calculus,approved,high,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Provided cleanup is a formatting, capitalization, or punctuation correction."
1784,362,"Calculus (BUN Chantha)","Calculus (BUN Chantha)",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1789,362,"Calculus (CHAP Sopheap)","Calculus (CHAP Sopheap)",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1794,362,"Calculus (IM Champong)","Calculus (IM Champong)",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1791,362,"Calculus (PHOUNG Sokchan)","Calculus (PHOUNG Sokchan)",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1792,362,"Calculus (SEANG Sokly)","Calculus (SEANG Sokly)",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1793,362,"Calculus (SO Chandara)","Calculus (SO Chandara)",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
1790,362,"Calculus (Thap Kylean)","Calculus (Thap Kylean)",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
163,10,"Calculus I Exam","Calculus I Exam",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
160,10,"Calculus II Exam","Calculus II Exam",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
159,10,"Calculus III Exam","Calculus III Exam",unchanged,Calculus,review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
65,25,"CAO Dimension","CAO Dimension",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
170,162,"CEHETLI Resources","CEHETLI Resources",approved,"CEHETLI Resources",approved,high,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Provided cleanup is a formatting, capitalization, or punctuation correction."
1321,6,"CEHETLI Resources 04-01-24","CEHETLI Resources 04-01-24",unchanged,"CEHETLI Resources",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
2060,375,"Cisco ITE1","Cisco ITE1",unchanged,"Cisco ITE",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
2064,376,"Cisco ITE2","Cisco ITE2",unchanged,"Cisco ITE",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
2101,383,"Cisco Network Course 2-B","Cisco Network Course 2-B",unchanged,"Cisco Network Courses",review,medium,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",provided_cleanup_csv,"Use as an analytics family; preserve level, exam, semester, teacher, or cohort details in the display name."
2076,378,"Cisco Networking Course  1-B","Cisco Networking Course 1-B",approved,,none,,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",safe_formatting,"Normalized outer, repeated, or non-breaking whitespace."
2087,381,"Cisco Networking Course  2-B","Cisco Networking Course 2-B",approved,,none,,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",safe_formatting,"Normalized outer, repeated, or non-breaking whitespace."
2094,383,"Cisco Networking Course  3-B","Cisco Networking Course 3-B",approved,,none,,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",safe_formatting,"Normalized outer, repeated, or non-breaking whitespace."
2071,377,"Cisco Networking Course 1-A","Cisco Networking Course 1-A",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
2242,378,"Cisco Networking Course 1-B (Bamnang)","Cisco Networking Course 1-B (Bamnang)",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
2084,379,"Cisco Networking Course 2-A","Cisco Networking Course 2-A",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
2088,382,"Cisco Networking Course 3-A","Cisco Networking Course 3-A",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1119,99,"Co-S1- DOCM11GS1 Graduate Seminar I","Co-S1- DOCM11GS1 Graduate Seminar I",unchanged,"DOCM11GS1 Graduate Seminar I",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1093,99,"Co-S1-DOCD11AST Applied Statistics","Co-S1-DOCD11AST Applied Statistics",unchanged,"Applied Statistics",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1314,99,"Co-S1-DOCD11ENT Entrepreneurship ","Co-S1-DOCD11ENT Entrepreneurship",approved,Entrepreneurship,review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Normalized outer, repeated, or non-breaking whitespace. Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1118,99,"Co-S1-DOCD11PMR Project Management for Researchers","Co-S1-DOCD11PMR Project Management for Researchers",unchanged,"Project Management for Researchers",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1313,99,"Co-S1-DOCD11RES Research Methodology","Co-S1-DOCD11RES Research Methodology",unchanged,"Research Methodology",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1312,99,"Co-S1-DOCD11SCO Scientific Communication","Co-S1-DOCD11SCO Scientific Communication",unchanged,"Scientific Communication",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1142,99,"Co-S2-DOCM21GS2 Graduate Seminar II","Co-S2-DOCM21GS2 Graduate Seminar II",unchanged,"Graduate Seminar II",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1130,99,"Co-S2-DOCM22GS3 Graduate Seminar III","Co-S2-DOCM22GS3 Graduate Seminar III",unchanged,"Graduate Seminar III",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1617,337,"Computer Aided Design","Computer Aided Design",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1649,337,"Computer Aided Design(2024)","Computer Aided Design(2024)",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
2055,337,"Computer Aided Design(2025)","Computer Aided Design(2025)",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
167,10,"Computer architecture","Computer architecture",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1681,279,"Computer for Office S1001_AU","Computer for Office S1001_AU",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1708,176,"Computer Network  I M1 Year 3","Computer Network I M1 Year 3",approved,,none,,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",safe_formatting,"Normalized outer, repeated, or non-breaking whitespace."
1714,176,"Computer Network I A3","Computer Network I A3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1729,176,"Computer Network I A4 Y3 2024","Computer Network I A4 Y3 2024",unchanged,"Computer Network I A4 Y3",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1724,176,"Computer Network I A5 Year 3","Computer Network I A5 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1726,176,"Computer Network I E1 Year 3","Computer Network I E1 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1727,176,"Computer Network I E2 Y3 2024","Computer Network I E2 Y3 2024",unchanged,"Computer Network I E2 Y3",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1723,176,"Computer Network I E3 Year 3","Computer Network I E3 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1709,176,"Computer Network I E4 Year 3","Computer Network I E4 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1722,176,"Computer Network I E5 Year 3","Computer Network I E5 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1728,176,"Computer Network I E7 Y3 2024","Computer Network I E7 Y3 2024",unchanged,"Computer Network I E7 Y3",review,low,review_family,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",conservative_pattern,"Automatically extracted from course-code, year, cohort, teacher, or duplicate-instance text; review before import."
1725,176,"Computer Network I M2 Year 3","Computer Network I M2 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1648,176,"Computer Networks I M5 Year 3","Computer Networks I M5 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1711,176,"Computer Networks I M7 Year 3","Computer Networks I M7 Year 3",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
2068,377,"Computer Organization and Architecture 1","Computer Organization and Architecture 1",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
2073,378,"Computer Organization and Architecture 2","Computer Organization and Architecture 2",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
2078,379,"Computer Statistic ","Computer Statistic",approved,,none,,approved_display,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",safe_formatting,"Normalized outer, repeated, or non-breaking whitespace."
129,6,"Computer Visions","Computer Visions",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
22,12,"Conservation Agriculture And Direct Mulch Based Cropping Systems","Conservation Agriculture And Direct Mulch Based Cropping Systems",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
1672,262,"Constitutional Law S1-CourseCode-2024-UME","Constitutional Law S1-CourseCode-2024-UME",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
84,17,"Construction en Bois","Construction en Bois",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
165,17,"Construction Métallique I","Construction Métallique I",unchanged,,none,,unchanged,valid_candidate,keep,"No obvious demo, test, placeholder, or restoration marker.",none,
105,6,"Content test","Content test",unchanged,,none,,unchanged,non_production,exclude_from_analytics,"Content test/testing placeholder.",none,
34,6,"Content Testing","Content Testing",unchanged,,none,,unchanged,non_production,exclude_from_analytics,"Content test/testing placeholder.",none,
